x,y,sun,rock,shadow,elevation,lapse,temperature
3.529411764705884,-20.0,6.875142044287095e-06,4.747442183084591e-07,-3.66353860685988e-28,350.9420527711436,-2.281123343012433,17.718884006873832
3.8655462184873954,-20.0,6.618531777116294e-06,2.9957257517648117e-07,-5.31499087363455e-28,366.12257189232133,-2.3797967173000885,17.620210200804266
4.20168067226891,-20.0,6.323686782725356e-06,1.8691212942945552e-07,-7.595593124825285e-28,379.5609395728967,-2.4671461072238285,17.532860403375082
4.537815126050422,-20.0,5.996636899881463e-06,1.1530973714313131e-07,-1.0692475930657065e-27,391.1623146190527,-2.5425550450238426,17.457451066922797
4.873949579831933,-20.0,5.643829228064597e-06,7.03375996152694e-08,-1.4826965905545312e-27,400.8448204007218,-2.6054913326046916,17.394514381562136
5.210084033613448,-20.0,5.271918470371243e-06,4.2423077324539625e-08,-2.0252736648580537e-27,408.5401226953778,-2.655510797519956,17.344494516821594
5.54621848739496,-20.0,4.887561282486522e-06,2.5299378830639344e-08,-2.725037989476944e-27,414.19391195637377,-2.6922604277164295,17.30774448514423
5.882352941176471,-20.0,4.4972233389017035e-06,1.4918000316808347e-08,-3.611759516096737e-27,417.76628660221957,-2.715480862914427,17.284523649226916
6.218487394957986,-20.0,4.10700664309993e-06,8.697700124036156e-09,-4.715443106833896e-27,419.2320346217373,-2.725008225041292,17.27499589066305
6.554621848739497,-20.0,3.7225030677776823e-06,5.014080619250963e-09,-6.064340973660871e-27,418.5808115076692,-2.7207752747998497,17.279228452717298
6.890756302521012,-20.0,3.3486783385061824e-06,2.8580594559043132e-09,-7.682492298827023e-27,415.81721326297077,-2.70281188620931,17.297191465327085
7.226890756302524,-20.0,2.9897888013756753e-06,1.6108098254271082e-09,-9.586897282496639e-27,410.96074396455015,-2.671244835769576,17.328758155630034
7.563025210084035,-20.0,2.6493314705999803e-06,8.976568413195851e-10,-1.178450741059529e-26,404.04567811336915,-2.6262969077368994,17.373705742492227
7.89915966386555,-20.0,2.3300261511896314e-06,4.946175073899177e-10,-1.4269285009384873e-26,395.12081874237333,-2.5682853218254267,17.43171700869534
8.235294117647062,-20.0,2.0338269691126806e-06,2.6947699025113453e-10,-1.7019641586740866e-26,384.24915298939936,-2.497619494431096,17.50238253966535
8.571428571428573,-20.0,1.7619594850968732e-06,1.4516668384692175e-10,-1.9996593896703278e-26,371.50740756585265,-2.414798149178042,17.58520361292661
8.907563025210088,-20.0,1.514978757814968e-06,7.732239333861075e-11,-2.3142968403792962e-26,356.9855072584337,-2.320405797179819,17.67959571787626
9.2436974789916,-20.0,1.2928432683752246e-06,4.0722711218365514e-11,-2.6383931884557507e-26,340.78594028553243,-2.215108611855961,17.78489268102803
9.57983193277311,-20.0,1.0949995053766513e-06,2.1206116609377347e-11,-2.962902706888519e-26,323.02303498728236,-2.099649727417335,17.900351367603374
9.915966386554626,-20.0,9.204722010749356e-07,1.0918894507748415e-11,-3.2775753401866866e-26,303.8221529540331,-1.9748439942012148,18.025156926281902
10.252100840336137,-20.0,7.679556511178632e-07,5.558905091047529e-12,-3.571456748835526e-26,283.31880428773013,-1.8415722278702458,18.158428540090966
10.588235294117649,-20.0,6.359021796558733e-07,2.7982912383149778e-12,-3.8335005134749033e-26,261.6576912402375,-1.7007749930615437,18.299225642843435
10.924369747899163,-20.0,5.226045615420932e-07,1.3928027972255485e-12,-4.053247051460076e-26,238.99168697812226,-1.5534459653577946,18.44655455724816
11.260504201680675,-20.0,4.262700188466627e-07,6.854557316010945e-13,-4.221512155558293e-26,215.48075668126202,-1.4006249184282031,18.599375507842502
11.596638655462186,-20.0,3.4508421156048196e-07,3.3355100874112545e-13,-4.331022419171894e-26,191.29082858961115,-1.2433903858324724,18.75660995925207
11.932773109243701,-20.0,2.772643935176152e-07,1.6048637549103364e-13,-4.376936424891886e-26,166.5926229657109,-1.0828520492771208,18.917148227987433
12.26890756302521,-20.0,2.2110156739391334e-07,7.634966634710839e-14,-4.357199691610421e-26,141.56044723753126,-0.9201429070439532,19.07985731405769
12.605042016806728,-20.0,1.7499202280294682e-07,3.591444689645432e-14,-4.2726971297147196e-26,116.37096582491168,-0.7564112778619259,19.243588897130135
12.941176470588239,-20.0,1.3745906671354883e-07,1.670414632275222e-14,-4.127187244543781e-26,91.20195333155436,-0.5928126966551034,19.407187440803984
13.27731092436975,-20.0,1.0716605406831839e-07,7.681967280325758e-15,-3.9270249032114846e-26,66.23103990189318,-0.43050175936230567,19.56949834780376
13.613445378151262,-20.0,8.292200576770021e-08,3.4931214431281664e-15,-3.680701151731715e-26,41.63445759748947,-0.2706239743836816,19.72937610853833
13.949579831932773,-20.0,6.368117477832776e-08,1.5705363069813006e-15,-3.398246496318167e-26,17.585796640386206,-0.11430767816251033,19.885692385518663
14.285714285714292,-20.0,4.853790688079175e-08,6.981927597611995e-16,-3.090556001709294e-26,-5.745219698772701,0.03734392804202255,20.03734397657993
14.621848739495803,-20.0,3.6718060341707184e-08,3.0689920634677195e-16,-2.768699206680991e-26,-28.193932921635678,0.1832605639906319,20.183260600708692
14.957983193277315,-20.0,2.756811855593593e-08,1.333856943966608e-16,-2.443275015575483e-26,-49.60191137844345,0.3224124239598824,20.322412451528002
15.294117647058826,-20.0,2.054297009086902e-08,5.732127039713872e-17,-2.1238622745108906e-26,-69.81806839838089,0.45381744458947576,20.453817465132445
15.630252100840337,-20.0,1.5193157830244463e-08,2.4356530473197936e-17,-1.8186024276978626e-26,-88.69972858278823,0.5765482357881234,20.576548250981283
15.966386554621849,-20.0,1.1152226325300464e-08,1.0233120911938393e-17,-1.533933743811554e-26,-106.11363473587357,0.6897386257831782,20.689738636935406
16.302521008403367,-20.0,8.124634059049108e-09,4.2510268828529775e-18,-1.2744795022901153e-26,-121.93688832651878,0.7925897741223721,20.792589782247006
16.63865546218488,-20.0,5.874552009911813e-09,1.7461142690570998e-18,-1.0430773807493471e-26,-136.05781684387375,0.8843758094851794,20.88437581535973
16.97478991596639,-20.0,4.215745709900944e-09,7.091604967998948e-19,-8.409256886729861e-27,-148.37676192538925,0.96444895251503,20.964448956730777
17.3109243697479,-20.0,3.002636570815293e-09,2.847799923809033e-19,-6.678149395251719e-27,-158.80678269506973,1.0322440875179533,21.03224409052059
17.647058823529413,-20.0,2.122559348914435e-09,1.1307522922070844e-19,-5.2241069583459045e-27,-167.27426934815003,1.0872827507629752,21.087282752885532
17.983193277310924,-20.0,1.4891746150603657e-09,4.439341387719349e-20,-4.025551702263358e-27,-173.71946265182044,1.1291765072368327,21.129176508726005
18.319327731092443,-20.0,1.0369554919836944e-09,1.7233070909675667e-20,-3.055597715607813e-27,-178.09687569562948,1.1576296920215916,21.157629693058546
18.655462184873954,-20.0,7.16643749212428e-10,6.614543402809044e-21,-2.2846746528164528e-27,-180.37561491506267,1.1724414969479073,21.17244149766455
18.991596638655466,-20.0,4.915585197754946e-10,2.510326035119533e-21,-1.6827126874305665e-27,-180.53959812267715,1.1735073877974014,21.173507388288957
19.327731092436977,-20.0,3.3463845607405643e-10,9.420055342606587e-22,-1.2208238190830596e-27,-178.58766800803573,1.1608198420522322,21.160819842386868
19.66386554621849,-20.0,2.2610240271219207e-10,3.495182381564504e-22,-8.724758967740746e-28,-174.53360030541796,1.1344684019852167,21.13446840221132
20.0,-20.0,1.5162234758043564e-10,1.2822694490716365e-22,-6.142021052245234e-28,-168.40600657166397,1.0946390427158157,21.09463904286744
-20.0,-19.66386554621849,1.1675196758766734e-12,4.492444385483482e-05,-3.750753491373764e-55,397.0760254159963,-2.580994165203976,17.41905075924105
-19.66386554621849,-19.66386554621849,1.9042963112750947e-12,6.251879230385172e-05,-1.5620716211429655e-54,403.2036191497503,-2.620823524473377,17.379238994320833
-19.327731092436974,-19.66386554621849,3.0827162623824166e-12,8.602635360153991e-05,-6.408269706018391e-54,407.25768685236807,-2.647174964540392,17.352911061816293
-18.991596638655462,-19.66386554621849,4.952919738003742e-12,0.00011704301860039778,-2.5896319222098347e-53,409.20961696700954,-2.6598625102855618,17.340254532737994
-18.65546218487395,-19.66386554621849,7.898011042952976e-12,0.00015745359367083797,-1.0308434534350605e-52,409.045633759395,-2.6587966194360675,17.341360834165503
-18.319327731092436,-19.66386554621849,1.2499795055745177e-11,0.00020943666074697397,-4.042079150579368e-52,406.7668945399617,-2.643984814509751,17.356224622163495
-17.983193277310924,-19.66386554621849,1.9634360369716744e-11,0.0002754519788716815,-1.5612567489215835e-51,402.3894814961528,-2.6155316297249933,17.384743822273514
-17.647058823529413,-19.66386554621849,3.0609718285835754e-11,0.00035820541997474346,-5.94020267483071e-51,395.9442881924824,-2.5736378732511356,17.426720332199448
-17.310924369747898,-19.66386554621849,4.7362063632480714e-11,0.0004605867850154525,-2.2263098935366834e-50,387.476801539402,-2.518599210006113,17.481861376826263
-16.974789915966387,-19.66386554621849,7.273285088396957e-11,0.0005855767942671468,-8.219159124686974e-50,377.0467807697214,-2.450804075003189,17.549781501863812
-16.63865546218487,-19.66386554621849,1.1085602812276476e-10,0.0007361211682103729,-2.9890045755146076e-49,364.72783568820586,-2.370730931973338,17.630005189305727
-16.30252100840336,-19.66386554621849,1.6769369222078353e-10,0.0009149720333017839,-1.0707379365903085e-48,350.6069071708508,-2.27894489661053,17.72197007559047
-15.966386554621849,-19.66386554621849,2.517693445795214e-10,0.0011244998378709564,-3.778306795972821e-48,334.78365358020596,-2.1760937482713385,17.825030751818304
-15.630252100840336,-19.66386554621849,3.7516099685319845e-10,0.0013664823884704806,-1.313314283796297e-47,317.3697474271205,-2.0629033582762832,17.938463124487345
-15.294117647058822,-19.66386554621849,5.548316440871096e-10,0.00164188125505392,-4.496737489251976e-47,298.48808724271305,-1.9401725670776346,18.06146931473225
-14.957983193277311,-19.66386554621849,8.143919522796459e-10,0.0019506192903595437,-1.5166445937491296e-46,278.2719302227756,-1.8087675464480413,18.19318307365671
-14.621848739495798,-19.66386554621849,1.1864090031949247e-09,0.002291375943131793,-5.038804710353336e-46,256.86395176596767,-1.6696156864787899,18.33267569065075
-14.285714285714285,-19.66386554621849,1.7153948566631625e-09,0.0026614189682134413,-1.6490303583142476e-45,234.41523854310458,-1.5236990505301797,18.47896237015343
-13.949579831932773,-19.66386554621849,2.4616283386860695e-09,0.0030564916290829374,-5.3160271991166504e-45,211.08422220394618,-1.37204744432565,18.631009049765062
-13.61344537815126,-19.66386554621849,3.5059811099095847e-09,0.003470773220159244,-1.688119383667433e-44,187.03556124684275,-1.2157311481044777,18.78773962862166
-13.277310924369747,-19.66386554621849,4.95593235770393e-09,0.0038969275285187966,-5.280518129087897e-44,162.43897894243892,-1.0558533631258529,18.9480435693586
-12.941176470588236,-19.66386554621849,6.952962355242503e-09,0.004326248730992287,-1.6270741237913536e-43,137.46806551277774,-0.8935424258330553,19.110783829850902
-12.605042016806722,-19.66386554621849,9.681509933725124e-09,0.00474890743892022,-4.938505680670189e-43,112.29905301942028,-0.7299438446262319,19.2748050724942
-12.26890756302521,-19.66386554621849,1.3379658301428144e-08,0.005154291649863009,-1.4765263304567052e-42,87.1095716068011,-0.5662122154442071,19.438942089585314
-11.932773109243698,-19.66386554621849,1.8351672852705132e-08,0.0055314289379035115,-4.3485478509770727e-42,62.07739587862122,-0.4035030732110379,19.60202837407854
-11.596638655462185,-19.66386554621849,2.498244871369406e-08,0.005869468146631648,-1.2615507604831888e-41,37.379190254721095,-0.2429647366556871,19.762904756473393
-11.260504201680671,-19.66386554621849,3.3753830089387424e-08,0.006158192025272378,-3.6051440722008086e-41,13.189262163070083,-0.08573020405995553,19.920428021719147
-10.924369747899158,-19.66386554621849,4.526263412795007e-08,0.006388527493647739,-1.014840847825879e-40,-10.32166813379024,0.06709084286963655,20.07347941562592
-10.588235294117647,-19.66386554621849,6.024004660221079e-08,0.00655301819166053,-2.814042633549624e-40,-32.98767239590529,0.21441987057338438,20.22097294900509
-10.252100840336134,-19.66386554621849,7.95718550891078e-08,0.00664622505451542,-7.686361838845847e-40,-54.64878544339808,0.3552171053820875,20.36186341000846
-9.91596638655462,-19.66386554621849,1.0431875047028447e-07,0.006665024914862639,-2.0680850568816786e-39,-75.15213410970102,0.4884888717130566,20.49515400094667
-9.579831932773109,-19.66386554621849,1.357356663594705e-07,0.006608784269059295,-5.481171450629216e-39,-94.35301614295008,0.6132946049291755,20.619903524933903
-9.243697478991596,-19.66386554621849,1.752888499667858e-07,0.0064793947228434234,-1.4309873558792034e-38,-112.11592144120027,0.7287534893678017,20.735233059379492
-8.907563025210083,-19.66386554621849,2.2466908347011599e-07,0.006281167350243862,-3.680066145686024e-38,-128.31548841410165,0.8340506746916607,20.84033206671099
-8.571428571428571,-19.66386554621849,2.8579922383867836e-07,0.006020594194592364,-9.322510306675089e-38,-142.83738872152037,0.9284430266898823,20.9344639066837
-8.235294117647058,-19.66386554621849,3.6083402760241463e-07,0.005705995314492596,-2.326309737592535e-37,-155.57913414506714,1.0112643719429364,21.016970728091458
-7.899159663865545,-19.66386554621849,4.521501053024988e-07,0.005347078132720668,-5.718203723604178e-37,-166.45079989804117,1.0819301993372676,21.087277729620094
-7.563025210084033,-19.66386554621849,5.623238402528936e-07,0.004954441603366614,-1.3845515444500696e-36,-175.37565926903687,1.1399417852487397,21.14489678917595
-7.22689075630252,-19.66386554621849,6.940952392763904e-07,0.004539060400188151,-3.3022964056452526e-36,-182.29072512021781,1.1848897132814158,21.18942946777684
-6.890756302521007,-19.66386554621849,8.503159872219808e-07,0.004111783827679804,-7.758546980347456e-36,-187.14719441863855,1.2164567637211505,21.220569397864818
-6.554621848739494,-19.66386554621849,1.0338804732725256e-06,0.003682880696579635,-1.7955692351296992e-35,-189.91079266333685,1.2344201523116896,21.23810406688874
-6.218487394957982,-19.66386554621849,1.2476392555193836e-06,0.0032616555212854545,-4.093373146174121e-35,-190.56201577740495,1.2386531025531322,21.241916005713673
-5.882352941176469,-19.66386554621849,1.494295326902243e-06,0.002856153841634554,-9.192167628836607e-35,-189.09626775788718,1.2291257404262665,21.231983388563226
-5.546218487394956,-19.66386554621849,1.7762846189312508e-06,0.0024729661140897646,-2.033349128908005e-34,-185.52389311204143,1.2059053052282693,21.20838004762698
-5.210084033613445,-19.66386554621849,2.0956433888197883e-06,0.0021171313296112384,-4.430608654244356e-34,-179.87010385104543,1.1691556750317953,21.171274902004797
-4.8739495798319314,-19.66386554621849,2.453866420054497e-06,0.001792134071952362,-9.509818930231313e-34,-172.17480155638935,1.1191362101165307,21.1209307980549
-4.537815126050418,-19.66386554621849,2.8517612466994406e-06,0.0014999827294424907,-2.0106594685532702e-33,-162.49229577472022,1.0561999225356813,21.05770275702637
-4.201680672268907,-19.66386554621849,3.2893047933211728e-06,0.0012413523905944802,-4.187571330760564e-33,-150.89092072856425,0.9807909847356676,20.982035626431053
-3.8655462184873954,-19.66386554621849,3.7655098010604655e-06,0.0010157737266081115,-8.5909923303236e-33,-137.452553047989,0.8934415948119284,20.89446113404834
-3.5294117647058805,-19.66386554621849,4.278309079573193e-06,0.0008218488091322623,-1.73612848937471e-32,-122.2720339268111,0.7947682205242721,20.795594347642485
-3.193277310924369,-19.66386554621849,4.824465884650934e-06,0.0006574760679802442,-3.456032479352326e-32,-105.45649978147941,0.6854672485796162,20.686129549113485
-2.857142857142854,-19.66386554621849,5.3995184893961355e-06,0.0005200690779768659,-6.776901693399503e-32,-87.12462613650064,0.5663100698872541,20.56683553848372
-2.5210084033613427,-19.66386554621849,5.9977662366138875e-06,0.00040675713525093404,-1.3090070188948958e-31,-67.40579007268718,0.43813763547246665,20.438550390373955
-2.1848739495798313,-19.66386554621849,6.6123030108754084e-06,0.0003145592000820441,-2.4906355559883653e-31,-46.439157149236564,0.30185452147003766,20.30217569297313
-1.8487394957983163,-19.66386554621849,7.235102172088238e-06,0.00024052635381415437,-4.668053354227205e-31,-24.37269924368951,0.15842254508398182,20.158670306539967
-1.512605042016805,-19.66386554621849,7.857154615916215e-06,0.00018185113167539597,-8.618245429870066e-31,-1.362150241352964,0.008853976568794266,20.009043684855087
-1.1764705882352935,-19.66386554621849,8.468658883316021e-06,0.00013594474129561917,-1.567325946542952e-30,22.430093055599343,-0.14579560486139573,19.854348808538784
-0.8403361344537785,-19.66386554621849,9.059259286277447e-06,0.00010048514912599992,-2.807742059886877e-30,46.83611704251703,-0.30443476077636067,19.695674783632054
-0.5042016806722671,-19.66386554621849,9.618325036335324e-06,7.344029528811543e-05,-4.95464464081959e-30,71.68367636146161,-0.46594389634950045,19.534139162270826
-0.1680672268907557,-19.66386554621849,1.0135260562774187e-05,5.3071334917937954e-05,-8.612420654249396e-30,96.79740952171812,-0.6291831618911677,19.370880044704315
0.16806722689075926,-19.66386554621849,1.0599834798480158e-05,3.792090323724337e-05,-1.4746717999054752e-29,122.00007651239166,-0.7930004973305458,19.20704802340749
0.5042016806722707,-19.66386554621849,1.1002515388995049e-05,2.679109097023969e-05,-2.487270023906419e-29,147.11380967264816,-0.956239762872213,19.04379803073415
0.8403361344537821,-19.66386554621849,1.1334792708843393e-05,1.8715230877628864e-05,-4.1324529289219724e-29,171.96136899159274,-1.1177488984453527,18.882281151578233
1.176470588235297,-19.66386554621849,1.1589478365552191e-05,1.2926859941793423e-05,-6.763170154065054e-29,196.36739297851045,-1.2763880543603179,18.72363646197799
1.5126050420168085,-19.66386554621849,1.1760963592894181e-05,8.82843984055414e-06,-1.0903103418496946e-28,220.15963627546273,-1.4310376357905077,18.568982953612927
